"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ACIAD0001",319.113031533298,-1.13663171168825,0.184575429176052,-6.15808787097063,7.36285019045275e-10,3.41900834322496e-09
"ACIAD0002",267.286740412729,-0.871194261723283,0.217598437678184,-4.00367884539563,6.23650140174736e-05,0.000159737521687323
"ACIAD0003",171.841245738549,-1.95906381148674,0.196568496497241,-9.96631630396702,2.14019799536852e-23,3.02602882484168e-22
"ACIAD0004",950.004629290145,-1.78727417934462,0.179619742714205,-9.95032145318441,2.51369926624682e-23,3.52253057176722e-22
"ACIAD0005",94.8538465612076,1.91113365361222,0.401291630942589,4.76245579585893,1.91251100584403e-06,6.07877742079256e-06
"ACIAD0007",77.5549239029517,-1.06247554202778,0.25007061662061,-4.24870205218751,2.15012664017261e-05,5.85436035964097e-05
"ACIAD0008",910.410519978153,4.1129671334469,0.178300483484661,23.0676162681338,9.79125057284733e-118,1.02906043520625e-114
"ACIAD0009",154.840341577318,1.00978659177023,0.216839437044997,4.6568401280284,3.21099594978812e-06,9.78167982174327e-06
"ACIAD0010",1225.16629124484,0.961580278327696,0.282697391245552,3.40144730056057,0.000670300510982825,0.00145957010437075
"ACIAD0011",124.252174705137,-0.878077224246236,0.177363002879857,-4.95073498976015,7.39337244045699e-07,2.472036405595e-06
"ACIAD0013",90.9855076419898,-0.970137137432569,0.214105762876472,-4.5311117477594,5.867408979096e-06,1.7161354834035e-05
"ACIAD0014",64.4754175676135,1.52393672045115,0.280250653507419,5.43776330716321,5.39535824284113e-08,2.05205844869458e-07
"ACIAD0015",132.392859315154,-1.06906311421631,0.181469382328094,-5.89114869131733,3.83520265413416e-09,1.67253028609751e-08
"ACIAD0017",119.522090360088,1.25749990281334,0.209898025701206,5.99100395829074,2.08549563371685e-09,9.28752504676446e-09
"ACIAD0018",26.0503669510471,0.948267872823456,0.360955047147782,2.62710794686635,0.00861140111000881,0.0155241553458306
"ACIAD0019",60.2763576361169,1.27826116317481,0.228265598905248,5.59988526219145,2.14493726821061e-08,8.53912526094449e-08
"ACIAD0020",47.917460794874,-2.70469178895718,0.30331998198576,-8.91695882101218,4.79267803815629e-19,4.69295461313876e-18
"ACIAD0021",73.8584832760957,-2.04787254497859,0.25620433180039,-7.99312224968194,1.31563553431283e-15,1.00440649871389e-14
"ACIAD0022",634.537533967451,-1.77447017942923,0.205252027779673,-8.64532350118378,5.36530724199669e-18,4.86115337184356e-17
"ACIAD0023",104.533853294483,-0.979059963274352,0.22904820196721,-4.27447128973539,1.91591390179196e-05,5.24837231307562e-05
"ACIAD0024",47.7631949837729,3.22194835653167,0.390468377611373,8.2514962574983,1.56423536308933e-16,1.28104781813524e-15
"ACIAD0025",48.8458119929299,-0.932417550008613,0.239469689945421,-3.89367669128033,9.87362249939447e-05,0.00024416887639679
"ACIAD0026",68.0504799224118,-1.15518138251661,0.359153289587128,-3.21640206565996,0.00129808829747382,0.00269090887701181
"ACIAD0027",7.99571394495478,-0.598711737739064,0.521988513133829,-1.14698259190536,0.251388815656541,0.315035348078328
"ACIAD0028",9.33372998185474,0.542229047993926,0.459179719213125,1.18086454019162,0.23765653996562,0.300175097700797
"ACIAD0029",8.23108705940085,-0.0556841263062428,0.474272861337421,-0.11740947215326,0.906535578295961,0.92561744765776
"ACIAD0030",10.8317879326516,0.51768022462124,0.473499205363679,1.09330748342783,0.274258818307974,0.339779196119859
"ACIAD0031",35.8083761972216,-0.488297969347906,0.266546926022927,-1.83193997632486,0.0669603637856971,0.0993534244782602
"ACIAD0032",14.5949747232917,-0.371757294328241,0.369150971582447,-1.00706031663582,0.313905789673293,0.381110879799727
"ACIAD0034",8.92013441611601,0.126066617926081,0.517555100077778,0.243581056214374,0.807555301403176,0.84563994198745
"ACIAD0035",7.6156435844097,0.526437416991181,0.548520335421011,0.959740930274025,0.337185618008603,0.405316909485751
"ACIAD0036",8.04076447375604,-0.0429367875903265,0.519198818390454,-0.0826981612235424,0.934091546997001,0.948226222692062
"ACIAD0037",8.276036670819,0.376378979234325,0.593816759285396,0.633830172943018,0.526191659604347,0.592529393833038
"ACIAD0038",10.8858435481009,1.66387454426529,0.507560818683619,3.27817767451124,0.00104479610162848,0.00220056253068443
"ACIAD0039",74.6325553268222,0.0543555616426942,0.250886653031722,0.216653859365812,0.828478108758791,0.863249000963803
"ACIAD0040",24.7448899897931,0.247600747147654,0.343712372072017,0.72037193673021,0.471296023841407,0.539577473918648
"ACIAD0041",136.268936049637,0.262434192467251,0.241210252456144,1.08798937771091,0.276599796898035,0.342007513576276
"ACIAD0042",381.43980127861,-0.414161433781167,0.160132764225831,-2.58636285824109,0.00969947604738456,0.0173566674105582
"ACIAD0043",66.4797639683829,-1.39186432704703,0.294143154705366,-4.7319283307518,2.22396941093331e-06,6.99120194683224e-06
"ACIAD0044",218.015644992013,-0.689705979584054,0.165314606916507,-4.17208129667812,3.0182990011358e-05,8.05135088881657e-05
"ACIAD0045",355.372211183455,-0.120733487275349,0.194111410984312,-0.621980370258122,0.533954775640803,0.600199432297844
"ACIAD0046",84.9597358348945,-0.0774208910716274,0.210565484241177,-0.367680825519111,0.713111239568849,0.764255519497138
"ACIAD0047",114.119608686073,-1.09716326672105,0.201513559395815,-5.44461261073748,5.19182505338809e-08,1.97703193156191e-07
"ACIAD0048",438.243240569017,-4.28389207692948,0.580896688939064,-7.37461954681386,1.64815029089743e-13,1.03518284207163e-12
"ACIAD0049",281.394710876655,-1.5371656356358,0.306351899571639,-5.01764682309842,5.23082231149661e-07,1.77532645297619e-06
"ACIAD0050",173.464336713002,-1.48090768040136,0.187468421077497,-7.89950473732947,2.80013795479997e-15,2.03899191027351e-14
"ACIAD0051",70.1514673748037,0.0270630761426062,0.249108845363556,0.108639563172113,0.913488379579583,0.930363753041056
"ACIAD0052",117.783475464921,0.927641257857042,0.228119185018162,4.06647629300967,4.77293381255659e-05,0.000124578313832706
"ACIAD0053",100.607015951823,1.19535660542182,0.381727762918272,3.13143743143918,0.00173952848115319,0.00352715967914856
"ACIAD0054",38.3634656533075,1.42627560546485,0.356748057291327,3.99799123306822,6.38823166608305e-05,0.000163226048972122
"ACIAD0056",16.6077696986277,1.00309665968872,0.478488679879448,2.0963853521915,0.0360480207248931,0.0567162721285368
"ACIAD0057",7.54373919369277,0.969407345487716,0.602714375515061,1.60840256159361,0.10774704101579,0.151191108287844
"ACIAD0060",5.33232666215288,-0.146092243418001,0.58613911132535,-0.249245001050458,0.803171271728627,0.843570626169341
"ACIAD0062",44.3547560726263,-0.774456256523469,0.313834465023849,-2.46772213646011,0.0135975824256731,0.0235955846935319
"ACIAD0063",71.2226895363544,-1.36039414028791,0.32258834124562,-4.21712122339877,2.47440970524405e-05,6.67392112971299e-05
"ACIAD0064",196.070274923891,-1.03178057610969,0.21811598574566,-4.73042162674323,2.24054013250873e-06,7.01707407816162e-06
"ACIAD0065",73.6892513826862,-1.3182520835145,0.224321011553417,-5.87663221731054,4.18697012519807e-09,1.81317259865214e-08
"ACIAD0066",93.6657720729731,-0.806173727999077,0.275853169013754,-2.92247404980467,0.00347262557303551,0.00667633440962255
"ACIAD0068",500.729482842194,-1.7673520645677,0.175844127933217,-10.0506743406235,9.12409019694612e-24,1.33186372180422e-22
"ACIAD0069",53.0388409301428,-1.84497421711597,0.347323235797411,-5.31198038875844,1.08440275698717e-07,3.95274207257865e-07
"ACIAD0070",425.686555722161,-1.01533534040575,0.179289438680413,-5.66310736359437,1.48656081811196e-08,6.00144207363253e-08
"ACIAD0072",146.37909398905,-0.477153803758914,0.161054896382524,-2.96267803386504,0.00304975386224779,0.00591382160373142
"ACIAD0073",35.464683734278,-0.0136056498683825,0.36373436682284,-0.0374054560398724,0.970161722426093,0.976354902907587
"ACIAD0074",34.7424276391007,-0.19037180787346,0.33072212504284,-0.575624651204695,0.564868915077144,0.630007672174827
"ACIAD0075",64.139282216102,-1.29781652442785,0.395731035876219,-3.27954192815394,0.00103975758670155,0.00219141421849598
"ACIAD0076",375.269923814456,-2.07981671559499,0.174018770400162,-11.9516803320261,6.36256270670991e-33,1.48601186772269e-31
"ACIAD0078",499.89584397256,-1.75192344820513,0.173964100000712,-10.0706033497599,7.45195246908642e-24,1.10830217618064e-22
"ACIAD0079",452.437143101714,-1.98536802672344,0.173331453618632,-11.4541705228625,2.24098240430013e-30,4.64856415839363e-29
"ACIAD0080",295.32774415649,-1.36291151207132,0.162466408958103,-8.38888186679125,4.90787559121796e-17,4.12654179709606e-16
"ACIAD0081",79.4300963899583,-0.506052084298552,0.339299353496434,-1.49146197622764,0.135840247013929,0.185172632440518
"ACIAD0082",143.900378371246,-1.01076281242245,0.384560070034344,-2.62836131773167,0.00857973312360485,0.015476327518774
"ACIAD0083",35.0929906012768,-1.48296733558314,0.457417065728374,-3.24204636576406,0.00118674713191877,0.00247474451517187
"ACIAD0084",101.178086963689,-1.42319063394207,0.223660352273759,-6.36317800394096,1.97621437201696e-10,9.79717596693314e-10
"ACIAD0085",107.887059468701,-1.47145170148315,0.327343405095124,-4.49513165250895,6.95269167766757e-06,2.00933426761557e-05
