,0
ACIAD_RS04360,2.95508364043408
ACIAD_RS09335,2.52266173861563
ACIAD_RS03055,2.70852296170982
ACIAD_RS03040,2.40609586747262
ACIAD_RS05495,4.69853693639183
ACIAD_RS10750,2.66929718210297
ACIAD_RS14390,2.16625951049063
ACIAD_RS09215,3.12343276390189
ACIAD_RS06870,2.40276842920782
ACIAD_RS09750,3.82581075819698
ACIAD_RS14795,3.3305941439215
ACIAD_RS05910,2.76145475379331
ACIAD_RS06430,2.1237486043466
ACIAD_RS04160,2.33216590778358
ACIAD_RS07405,2.46870800359454
ACIAD_RS14585,4.57833585635561
ACIAD_RS11180,3.18473807631246
ACIAD_RS05440,2.8408167632363
ACIAD_RS06115,3.62917459954839
ACIAD_RS16640,3.07273949172573
ACIAD_RS07395,3.6747543533965
ACIAD_RS03310,3.2970708597898
ACIAD_RS12465,3.843606121275
ACIAD_RS08055,2.33815052638847
ACIAD_RS08645,3.00894552244543
ACIAD_RS13195,2.02111559407278
ACIAD_RS16195,2.15319025731213
ACIAD_RS11090,3.80976117141642
ACIAD_RS13215,3.29510079824671
ACIAD_RS10475,5.4384375960532
ACIAD_RS06080,3.55571680802499
ACIAD_RS05080,2.40867907218154
ACIAD_RS04070,4.66319224094143
ACIAD_RS02600,2.28971198404743
ACIAD_RS10195,2.13012243404163
ACIAD_RS09375,5.70269135140894
ACIAD_RS02110,2.06167084608995
ACIAD_RS14280,3.67890813564224
ACIAD_RS08240,6.17390072990322
ACIAD_RS00010,2.15385007415119
ACIAD_RS07960,2.59417165123416
ACIAD_RS12570,3.43466900173388
ACIAD_RS09380,2.49588320700804
ACIAD_RS14940,3.83805473267416
ACIAD_RS07890,3.68094858671913
ACIAD_RS07855,3.84035075321439
ACIAD_RS09590,2.90251026303575
ACIAD_RS07530,3.30762949597258
ACIAD_RS02475,2.07686066942311
ACIAD_RS09985,3.85096939018431
ACIAD_RS02275,3.81976671802783
ACIAD_RS13995,2.83968581448454
ACIAD_RS01135,3.00835924957405
ACIAD_RS15220,2.07095332250654
ACIAD_RS12275,3.74997841040539
ACIAD_RS13160,3.07891107545462
ACIAD_RS09465,4.39943584507738
ACIAD_RS12295,2.0378752362575
ACIAD_RS12200,3.25755602607296
ACIAD_RS00575,2.61825765449644
ACIAD_RS15320,2.56188208331465
ACIAD_RS15700,2.00597633564727
ACIAD_RS00950,3.00418954481129
ACIAD_RS14640,2.06436999490439
ACIAD_RS04985,5.07902602343834
ACIAD_RS04085,3.10792509435393
ACIAD_RS04865,2.07037289544522
ACIAD_RS03720,2.63419100444892
ACIAD_RS02180,2.37348070703068
ACIAD_RS16595,5.0112057079492
ACIAD_RS14330,3.61214157480288
ACIAD_RS03435,2.94588332036305
ACIAD_RS10470,4.16843849305799
ACIAD_RS10580,2.59465712147806
ACIAD_RS06460,2.14797823168692
ACIAD_RS11450,3.63034224140144
ACIAD_RS15110,4.17989432014991
ACIAD_RS08965,4.05042511769599
ACIAD_RS06615,2.39968276928587
ACIAD_RS14015,2.58708621934408
ACIAD_RS04090,2.24187366312304
ACIAD_RS10435,3.52508167521723
ACIAD_RS06975,2.87492176821469
ACIAD_RS16955,2.64180869943586
ACIAD_RS10975,4.39794217336906
ACIAD_RS16650,4.69628355593453
ACIAD_RS02335,3.17626925113099
ACIAD_RS06665,3.12972971591271
ACIAD_RS13965,2.55174426112044
ACIAD_RS04495,2.78608150827837
ACIAD_RS05620,2.07082042314339
ACIAD_RS08600,2.53331840286305
ACIAD_RS16180,2.25927254193478
ACIAD_RS09810,3.09019660617015
ACIAD_RS04075,5.10690431086231
ACIAD_RS07965,3.89727542814572
ACIAD_RS10950,2.9403069819398
ACIAD_RS00845,5.94133225200662
ACIAD_RS08460,3.48145122274185
ACIAD_RS05980,2.55308215744296
ACIAD_RS13330,2.15065401856442
ACIAD_RS08370,2.34380554774043
ACIAD_RS14315,3.37871292971962
ACIAD_RS14515,4.76488163735899
ACIAD_RS03170,2.93293713897101
ACIAD_RS07875,2.97221234607412
ACIAD_RS00030,2.2954690401745
ACIAD_RS16530,2.64842903650821
ACIAD_RS01445,3.43559714855784
ACIAD_RS02155,4.93541813815934
ACIAD_RS03810,3.54841336844103
ACIAD_RS02850,2.49395445313197
ACIAD_RS04430,4.11382825523212
ACIAD_RS14530,4.23442566536551
ACIAD_RS11425,2.49785708165717
ACIAD_RS10385,2.29319655122754
ACIAD_RS12170,3.0002811974754
ACIAD_RS03485,5.89447398393503
ACIAD_RS04515,2.00955019602824
ACIAD_RS10135,4.20895002197242
ACIAD_RS13390,2.53240947204181
ACIAD_RS14540,4.99217215461642
ACIAD_RS14005,2.58747739932125
ACIAD_RS11710,4.00102720138912
ACIAD_RS08850,2.89147209716399
ACIAD_RS14810,3.34592308837183
ACIAD_RS02365,2.66552938315895
ACIAD_RS07620,2.62366032942242
ACIAD_RS04755,2.17778999598365
ACIAD_RS16995,2.9834242630216
ACIAD_RS06040,4.59227199255222
ACIAD_RS00415,3.14908152921623
ACIAD_RS08170,3.78685846605264
ACIAD_RS09820,2.01379039248268
ACIAD_RS02525,3.0325255486308
ACIAD_RS09175,3.83833886234457
ACIAD_RS00365,2.1490807557907
ACIAD_RS00555,3.6823461483981
ACIAD_RS13030,2.04673219458149
ACIAD_RS11610,3.53422041143921
ACIAD_RS15665,3.96358326232976
ACIAD_RS10530,6.51321211777367
ACIAD_RS11485,2.0023958919402
ACIAD_RS00450,2.98013641773641
ACIAD_RS16150,2.26368549136508
ACIAD_RS14975,5.35483646900196
ACIAD_RS02550,2.81257771684076
ACIAD_RS06785,3.31157160440819
ACIAD_RS12330,2.3581575291121
ACIAD_RS15430,3.49054891624208
ACIAD_RS02620,3.35944943002711
ACIAD_RS14285,4.970853664243
ACIAD_RS06935,2.44282892662113
ACIAD_RS12130,3.56076655569526
ACIAD_RS02295,2.17092947787522
ACIAD_RS09345,2.8016721619945
ACIAD_RS01960,2.10231868012161
ACIAD_RS00095,2.43864803763787
ACIAD_RS05270,3.01736177179557
ACIAD_RS02160,3.12065666005644
ACIAD_RS09200,2.50407476354092
ACIAD_RS06590,2.60770711729347
ACIAD_RS14535,4.30259229658043
ACIAD_RS09015,2.95837268376606
ACIAD_RS05295,2.49531347997909
ACIAD_RS03790,2.63632501845662
ACIAD_RS03690,3.23953916397323
ACIAD_RS13320,2.4616471613596
ACIAD_RS02760,4.1603940176382
ACIAD_RS13075,2.23001006853176
ACIAD_RS03825,2.21421340973091
ACIAD_RS13960,2.97603577879753
ACIAD_RS13815,2.32451217384455
ACIAD_RS07435,3.41737732709478
ACIAD_RS15275,2.58513484543655
ACIAD_RS12470,2.57354909858875
ACIAD_RS12720,2.93412931960506
ACIAD_RS08865,3.09262364593987
ACIAD_RS15985,4.07735218911233
ACIAD_RS12740,2.34949950512964
ACIAD_RS05725,2.19103684155399
ACIAD_RS11680,3.06249255540907
ACIAD_RS10690,2.43049510081079
ACIAD_RS13005,2.99334195050586
ACIAD_RS15825,3.45463660720341
ACIAD_RS07460,2.73938524721505
ACIAD_RS05795,2.9789381063779
ACIAD_RS14505,3.33351653124942
ACIAD_RS05640,2.41263555823214
ACIAD_RS10535,5.97471987314826
ACIAD_RS12735,2.08808115948714
ACIAD_RS14580,5.53337372121503
ACIAD_RS00295,2.78286824708171
ACIAD_RS07945,3.89233059701927
ACIAD_RS14600,6.79976984986069
ACIAD_RS15510,2.523831348196
ACIAD_RS10585,2.02213778758734
ACIAD_RS13730,2.33632664744325
ACIAD_RS03115,2.49844224629255
ACIAD_RS03775,2.81760015881081
ACIAD_RS03160,2.06863175970775
ACIAD_RS13130,4.63064846737974
ACIAD_RS14480,5.53969363475484
ACIAD_RS08255,4.50928823156999
ACIAD_RS00855,5.08743613679592
ACIAD_RS10480,3.82188845014555
ACIAD_RS11095,3.99323131625866
ACIAD_RS16630,2.30038349384816
ACIAD_RS06410,6.4394932906503
ACIAD_RS09980,2.53079553301959
ACIAD_RS02595,2.77290180605332
ACIAD_RS00970,2.36863176461131
ACIAD_RS04355,2.3490495045585
ACIAD_RS05870,2.38286771878421
ACIAD_RS08130,2.48992867250164
ACIAD_RS16645,5.04853857884487
ACIAD_RS11940,4.8309786436435
ACIAD_RS00355,2.3165004814584
ACIAD_RS06650,2.36120286863941
ACIAD_RS07835,3.01690029744097
ACIAD_RS02615,3.78277258438582
ACIAD_RS14095,3.85092583141703
ACIAD_RS02385,2.28599157176488
ACIAD_RS14960,2.3375573968489
ACIAD_RS09650,3.38982247979851
ACIAD_RS01250,2.26733060868622
