"","LB0R1","LB0R2","LB0R3","LB1R1","LB1R2","LB1R3","M9LQR1","M9LQR2","M9LQR3","M9SFR1","M9SFR2","M9SFR3"
"ACIAD_RS14780",229.067486652394,239.885210115789,230.579559108279,230.830802424098,242.354746238928,235.810236719518,74.539968356131,70.2314038252285,105.677567057411,188.646560362397,152.875741725737,148.783754448248
"ACIAD_RS14785",216.527295777263,194.168328530553,191.498277903486,218.83959190856,191.937882970246,210.085483622843,768.532777189075,540.241567886373,581.22661881576,296.208195656746,254.48217982394,207.540728662556
"ACIAD_RS14790",174.726659526826,194.168328530553,152.416996698693,137.898920928682,171.594236388146,246.100137958188,113.095124402406,102.645897898411,105.677567057411,185.612770648966,153.807910882601,194.427584202711
"ACIAD_RS14795",204.82311762714,708.354828157758,207.130790385404,74.9450657221097,463.481339522622,88.3216522985831,2454.67826827949,2142.05781666947,1717.26046468293,389.97987770823,187.366000529714,206.532025242568
"ACIAD_RS14800",64.3729798256726,119.172095817694,48.2002468192449,38.971434175497,65.4534716119733,38.587129645012,89.9620307746408,81.0362351829559,79.2581752930582,54.8840139066037,50.3371344706695,52.9569295493765
"ACIAD_RS14805",41.8006362504368,58.0450294284457,27.3568968433552,41.9692368043814,48.6478505224126,54.879473272906,77.1103120925493,67.5301959857966,75.9557513225141,52.1260232580307,43.8119503726197,55.4786880993468
"ACIAD_RS14810",114.533743326197,74.4825598860587,113.3357154939,175.371453789737,94.6421819254209,163.780928048829,15.4220624185099,10.8048313577275,16.5121198527205,100.942457737774,82.9630549609182,105.913859098753
"ACIAD_RS14815",202.315079452114,218.824624216972,198.011824770952,337.252795749494,236.163201626985,230.665286100183,20.5627498913465,16.2072470365912,16.5121198527205,79.1543316140466,64.3196718236332,109.696496923708
"ACIAD_RS14820",8.36012725008736,16.4375304576129,18.2379312289035,4.49670394332658,7.0760509850782,24.0097695568964,35.9848123098563,51.3229489492054,56.1412074992496,30.6136961991609,24.2363980784705,31.7741577296259
"ACIAD_RS16955",7.52411452507862,9.75978370920769,3.90812812047931,5.99560525776877,3.5380254925391,12.0048847784482,51.4068747283662,45.9205332703417,39.6290876465291,9.92876633486299,5.5930149411855,9.07833077989311
"ACIAD_RS14825",8.36012725008736,5.65040109480445,5.21083749397242,5.99560525776877,7.0760509850782,6.00244238922409,12.8517186820915,5.40241567886373,9.90727191163228,8.54977101057646,2.79650747059275,7.06092393991686
