"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ACIAD_RS00005",319.316799216499,-0.914611664512605,0.184554619320512,-4.9557776872776,7.20415511642317e-07,2.45738262919207e-06
"ACIAD_RS00010",267.401716640371,-0.623497572339752,0.217788538834974,-2.86285759422905,0.00419839210545042,0.00812050625562212
"ACIAD_RS00015",172.022013064926,-2.06996072573709,0.194507819954842,-10.6420437297465,1.89917253768101e-26,3.12717153455852e-25
"ACIAD_RS00020",950.588844938909,-1.80811071894926,0.178296969756142,-10.1410064423541,3.63336685175774e-24,5.33969100410192e-23
"ACIAD_RS00025",100.599173076903,2.56114626359022,0.404745618942084,6.32779242993289,2.48693364625349e-10,1.2259257550889e-09
"ACIAD_RS00030",77.6222749129785,-0.712462425223651,0.24884525402757,-2.86307419447395,0.00419552307178661,0.00811995080662701
"ACIAD_RS00035",910.049913232968,4.21604313442243,0.175236906524824,24.0591050026621,6.70330093424982e-128,7.02729381273856e-125
"ACIAD_RS00040",154.336321109326,1.01929482638403,0.213702962975514,4.76968036470704,1.84518466766193e-06,5.98875725469224e-06
"ACIAD_RS00045",1225.90565127527,0.916589950658861,0.284104585261892,3.22624131466916,0.00125427556712047,0.00266353589371633
"ACIAD_RS00050",124.232895300789,-0.731456437245844,0.17598193291538,-4.1564291579725,3.2326034536048e-05,8.91019970340676e-05
"ACIAD_RS00055",91.0059299174525,-0.722198951634277,0.21246590685626,-3.39912865231064,0.000676009097774204,0.00151860615178562
"ACIAD_RS00060",64.5464762700354,1.5631699431637,0.268077580747563,5.83103569796712,5.50843974987975e-09,2.36344379445727e-08
"ACIAD_RS00065",130.904721362018,-1.14469985091593,0.179269289999792,-6.38536500544661,1.70989125597793e-10,8.52235816172836e-10
"ACIAD_RS00095",119.63851503353,1.43881857740163,0.206351752720389,6.97265013954719,3.11025436693981e-12,1.83867480902739e-11
"ACIAD_RS00100",26.079298312784,0.654940424697783,0.331575891565061,1.97523535745141,0.0482414451899257,0.0738653092124228
"ACIAD_RS00105",60.2961474070814,1.02310074591783,0.211835688386969,4.82969018916628,1.36745646646087e-06,4.55577392692737e-06
"ACIAD_RS00110",47.945312809388,-2.66953274647231,0.298961736385957,-8.92934587129224,4.28535106370196e-19,4.21169659229459e-18
"ACIAD_RS00115",73.9185062150799,-2.17775363331469,0.252721543130093,-8.61720614056891,6.86075534969617e-18,6.14731497857392e-17
"ACIAD_RS00120",634.845158343025,-1.62185008070313,0.204652669766122,-7.92489090201746,2.28346722489835e-15,1.7058205278635e-14
"ACIAD_RS00125",104.563353676982,-1.015899568044,0.226007452667942,-4.49498260367808,6.95756350275379e-06,2.08594253728891e-05
"ACIAD_RS00130",47.7205142050013,2.77220369834838,0.364674877300492,7.60184995157779,2.91927104099842e-14,2.0312184566239e-13
"ACIAD_RS00135",48.8805448899786,-1.13259416427086,0.230627030054313,-4.9109341780282,9.06435138721342e-07,3.07191649922265e-06
"ACIAD_RS00140",68.0970707519487,-0.797741647702241,0.360860137138163,-2.21066714109463,0.0270588955672669,0.0441162397921484
"ACIAD_RS00145",7.99844975406234,-0.109430640559629,0.525073992219146,-0.208409942562832,0.83490889372933,0.871486382601641
"ACIAD_RS00150",9.33559913115393,0.215655532568075,0.416311589120582,0.518014723115507,0.604447996921574,0.67363180379814
"ACIAD_RS00155",8.62144350580671,0.230311354739241,0.457616277485809,0.503284883144006,0.614763993125025,0.681506083319775
"ACIAD_RS00160",10.5898880384928,0.0888617245042212,0.434981995136938,0.204288282038539,0.838128226466575,0.874266425286029
"ACIAD_RS00165",35.831072837252,-0.506849515371931,0.258273231769848,-1.96245469148578,0.0497095706885965,0.0757811923488299
"ACIAD_RS00170",14.6055987001529,-0.260507104563029,0.357620278008021,-0.728446121719043,0.466340538714713,0.544024565301925
"ACIAD_RS00175",8.92272955551468,-0.0144066553581456,0.485508000368406,-0.0296733634609806,0.976327555443132,0.981319962246293
"ACIAD_RS00180",7.62034220685145,0.0190710794166628,0.480946898559877,0.0396531913892537,0.968369620160604,0.974567185729632
"ACIAD_RS00185",8.04358349931821,0.0297123616758995,0.49989806711263,0.0594368404893335,0.952604170446967,0.961161410348319
"ACIAD_RS00190",8.28092125205061,0.501390028942188,0.575239201920814,0.871620062172343,0.383415682295938,0.462895324691257
"ACIAD_RS00195",10.8073821855897,1.06519344226811,0.442127142524853,2.40924688808995,0.0159854800376356,0.0273825352496536
"ACIAD_RS00200",74.6508555920019,-0.213052997130261,0.243733282098551,-0.874123530836116,0.382050984192742,0.461424863781173
"ACIAD_RS00205",24.7728887497297,0.181959876390999,0.322966159839564,0.563402297260461,0.573160973239269,0.645396083364662
"ACIAD_RS00210",135.258867259604,0.729296883663662,0.244063039678603,2.98814963799535,0.00280672098618229,0.00561165766150241
"ACIAD_RS00215",381.943067391794,-0.237776011983465,0.157666704756054,-1.50809273493321,0.131530794361004,0.182794674443375
"ACIAD_RS00220",66.4994345083005,-1.13732292525956,0.292617803342311,-3.88671814315103,0.000101608617532317,0.000259804148080599
"ACIAD_RS00225",218.034972226863,-0.692978003235879,0.161980630916225,-4.27815350092248,1.88450053598512e-05,5.37817984180871e-05
"ACIAD_RS00230",355.777784743676,-0.0298008277529751,0.193787294018372,-0.153781123287421,0.877782318210191,0.906907158597586
"ACIAD_RS00235",80.6208681196158,-0.0618627922925266,0.220284596568588,-0.280831221320846,0.778839855710882,0.825564997037655
"ACIAD_RS00240",114.576664216089,-1.03704151093157,0.200437185301944,-5.17389779431067,2.29260263714259e-07,8.35484970314421e-07
"ACIAD_RS00245",440.074764694558,-4.47863671996274,0.575042283045635,-7.78836070322036,6.78841555876568e-15,4.91925505352951e-14
"ACIAD_RS00250",284.174217603937,-1.26328363301322,0.308468379336291,-4.0953424001881,4.21544908428289e-05,0.000113409643884257
"ACIAD_RS00255",173.020169560885,-1.156244128706,0.187182433579026,-6.17709742628093,6.52907865975338e-10,3.10649809151655e-09
"ACIAD_RS00260",69.1465475930997,0.337923241321977,0.248111461175948,1.36198158569684,0.17320369654807,0.233988670809141
"ACIAD_RS00265",117.846251798418,0.675442117142516,0.222490709271161,3.03582167253249,0.00239881193500467,0.00485161642160109
"ACIAD_RS00270",100.802873394501,1.10003446349282,0.381300120415276,2.88495703147108,0.00391467087764044,0.00763275877878437
"ACIAD_RS00275",38.5483651774761,0.775259340123359,0.33163580360574,2.337682878912,0.0194037049816622,0.0325812344726789
"ACIAD_RS16705",11.3707874767731,0.327357871252239,0.406457148309124,0.805393317878794,0.42059274653015,0.501426909718469
"ACIAD_RS00290",4.49092169054956,-0.0071485131984919,0.588315389081767,-0.0121508179645771,0.9903052885039,0.993147363630346
"ACIAD_RS00295",44.0541920002172,-0.305319963725524,0.322724137270618,-0.946071050984019,0.344112347993329,0.423906515643956
"ACIAD_RS00300",71.3860883618101,-1.06323517292115,0.325158188029976,-3.26990127286331,0.00107585025982956,0.00230801437050747
"ACIAD_RS00305",196.268381373073,-0.739498724383518,0.219315161912253,-3.37185408402994,0.00074663994363727,0.00166537774662356
"ACIAD_RS00310",73.64909641659,-1.1055362712872,0.222054519451228,-4.97867043651871,6.40225507122315e-07,2.20537702070064e-06
"ACIAD_RS00315",94.1956436409533,-0.520362414622468,0.275273650666344,-1.89034589167124,0.0587117148928447,0.0879277825419032
"ACIAD_RS00320",501.191314851736,-1.72429080212036,0.174789361291713,-9.86496425971041,5.90554768883625e-23,7.90338190697448e-22
"ACIAD_RS00325",53.3799880484933,-1.64010899304181,0.348302415273402,-4.70886482872764,2.49100188316136e-06,7.95350347466242e-06
"ACIAD_RS00330",426.034954080988,-1.06878518943156,0.177081278835175,-6.0355628582645,1.58409549995458e-09,7.14774798759992e-09
"ACIAD_RS00335",146.468415648961,-0.590767625768835,0.157504096065409,-3.75080801405635,0.000176265628325982,0.000433428773326984
"ACIAD_RS00340",35.4827983546345,-0.264691852192216,0.356478478894667,-0.742518462861899,0.457773269748149,0.537200348267884
"ACIAD_RS00345",34.7652245190849,-0.674992902861788,0.320051566755526,-2.10901296220614,0.0349434627929716,0.055083725283457
"ACIAD_RS00350",64.9318307635148,-1.77934020454476,0.395082944682035,-4.50371302658176,6.67763653177736e-06,2.00775974115103e-05
"ACIAD_RS00355",375.507683365671,-2.04261405129929,0.171962380249031,-11.8782610960679,1.53527917913293e-32,3.60332314803959e-31
"ACIAD_RS00360",500.485369402735,-1.76325780174294,0.173328150201451,-10.1729453622715,2.61868047245278e-24,3.88478777635094e-23
"ACIAD_RS00365",452.829318942262,-2.04286039190981,0.172595413328617,-11.8361221339078,2.53924557681668e-32,5.91550173265812e-31
"ACIAD_RS00370",291.700288039408,-1.36964386092394,0.162638593903964,-8.42139511936934,3.72027281026233e-17,3.15370835263478e-16
"ACIAD_RS00375",80.4969852767381,-0.725645015048962,0.346289420398057,-2.09548710501995,0.0361277135614258,0.056782438356164
"ACIAD_RS00380",144.106557852852,-0.876069263682182,0.387668230222109,-2.25984281244881,0.0238310082369469,0.0392400633011508
"ACIAD_RS00385",35.1420170168594,-1.47662674292213,0.456949277096677,-3.23148939484967,0.00123146893597692,0.00262041258704156
"ACIAD_RS00390",101.285197741437,-1.54757216690946,0.221389102172122,-6.99028159799067,2.74335047573458e-12,1.63097112404258e-11
"ACIAD_RS00395",108.050368542721,-1.38863747196434,0.328959497407753,-4.2213022664097,2.42894968718251e-05,6.81449310097146e-05
"ACIAD_RS00400",239.781825016299,-0.164762574795497,0.180498901735517,-0.91281760282908,0.361338478756121,0.441152762301243
"ACIAD_RS00405",355.604137405512,-0.851363791271592,0.167615718892428,-5.07925985043193,3.78908156391223e-07,1.33744798187474e-06
"ACIAD_RS00410",311.003153624241,-1.42665571037347,0.136380028180516,-10.4608844081269,1.30630604085087e-25,2.06448869270149e-24
"ACIAD_RS00415",167.448581961193,-2.58909955574035,0.159430563791468,-16.239668819881,2.64347407661642e-59,2.02773804169723e-57
"ACIAD_RS00420",109.263148589266,-2.22766145720596,0.211132839681038,-10.5509946277013,5.0262169546597e-26,8.1903898043548e-25
"ACIAD_RS00425",94.2235230933431,-1.99461809366872,0.230126360816125,-8.66749070638832,4.41747687733919e-18,4.02694631282079e-17
"ACIAD_RS00430",171.227919614896,-1.71329314100676,0.169268184330155,-10.1217671104985,4.42355868290581e-24,6.47074049197152e-23
"ACIAD_RS00435",75.2965679784766,-1.91790269989281,0.207199321804961,-9.256317458887,2.11604500427356e-20,2.35157651534994e-19
"ACIAD_RS00440",76.3259819593389,-1.2889160989536,0.197920936188906,-6.5122776992293,7.40197117564869e-11,3.86056373920649e-10
"ACIAD_RS00445",117.76316486477,-2.15519855696247,0.192499682198357,-11.1958551429799,4.27259710189896e-29,8.29464067004459e-28
"ACIAD_RS00450",155.973519431555,-2.0511858199188,0.223685291518012,-9.16996287953796,4.73181952612894e-20,5.1139424088232e-19
"ACIAD_RS00455",257.699626407073,-1.01676119796329,0.177331122850037,-5.73368724915327,9.8270463535478e-09,4.12080810425438e-08
