gene,tag,target_id,LB0R1,LB0R2,LB0R3,LB1R1,LB1R2,LB1R3,M9LQR1,M9LQR2,M9LQR3,M9SFR1,M9SFR2,M9SFR3
N/A,ACIAD0167,lcl|CR543861.1_cds_CAG67140.1_155,298.933,276.346,244.164,217.522,240.012,296.074,99.8017,108.074,140.284,74.9238,85.4304,86.0811
N/A,ACIAD0168,lcl|CR543861.1_cds_CAG67141.1_156,537.262,723.325,484.204,266.288,492.037,564.667,141.82,214.503,192.654,211.682,250.534,213.435
N/A,ACIAD0169,lcl|CR543861.1_cds_CAG67142.1_157,320.023,536.385,351.532,118.383,349.762,397.732,228.159,234.882,332.958,318.709,369.815,313.778
N/A,ACIAD0171,lcl|CR543861.1_cds_CAG67143.1_158,329.684,417.306,346.09,96.4242,402.542,519.42,119.578,178.505,106.264,231.484,163.609,258.85
N/A,ACIAD0172,lcl|CR543861.1_cds_CAG67144.1_159,149.265,123.45,158.937,156.791,123.801,143.717,39.6923,44.4921,25.6113,149.427,108.516,120.909
rhtB,ACIAD0173,lcl|CR543861.1_cds_CAG67145.1_160,79.8027,114.108,98.0667,105.803,96.1267,94.6562,34.8055,37.6923,60.8855,92.0559,92.5041,77.8639
znuB,ACIAD0174,lcl|CR543861.1_cds_CAG67146.1_161,130.01,138.758,101.96,147.389,122.965,110.262,28.4136,24.8453,24.3984,49.8393,53.7112,47.831
znuC,ACIAD0175,lcl|CR543861.1_cds_CAG67147.1_162,133.187,98.2016,98.1337,120.493,102.818,93.2413,28.1707,19.7072,37.2846,55.4659,50.5381,42.6429
zur,ACIAD0176,lcl|CR543861.1_cds_CAG67148.1_163,105.367,149.735,143.144,173.207,153.088,105.061,91.2825,110.553,97.107,66.5254,102.972,92.9439
znuA,ACIAD0177,lcl|CR543861.1_cds_CAG67149.1_164,262.13,273.665,233.167,189.724,288.862,340.428,102.296,115.351,112.599,258.894,251.124,274.548
atpI,ACIAD0178,lcl|CR543861.1_cds_CAG67150.1_165,1448.55,1133.89,1907.79,1656.44,1331.08,2214.05,52.7566,67.0962,73.9951,1169.96,711.04,1271.2
atpB,ACIAD0180,lcl|CR543861.1_cds_CAG67151.1_166,2306.72,2408.01,2259.79,2133.28,2588.41,2776.93,83.0372,58.8429,42.2302,506.858,299.442,546.753
atpE,ACIAD0182,lcl|CR543861.1_cds_CAG67152.1_167,5442.8,5597.36,4148.51,4437.89,4564.65,4530.72,23.7196,27.7085,18.578,770.32,561.369,812.65
atpF,ACIAD0183,lcl|CR543861.1_cds_CAG67153.1_168,1197.93,1076.24,1308.18,2620.14,1147.25,856.024,25.9709,12.9804,5.7048,95.2968,68.4392,100.373
atpH,ACIAD0184,lcl|CR543861.1_cds_CAG67154.1_169,1396.85,1574.91,1416.78,2010.72,1553.07,1121.55,30.7067,14.3253,4.71098,125.055,85.6158,114.801
atpA,ACIAD0185,lcl|CR543861.1_cds_CAG67155.1_170,1759.29,1612.89,1518.07,2225.27,1677.63,1211.91,35.9413,33.1196,27.9722,138.027,89.676,88.439
atpG,ACIAD0186,lcl|CR543861.1_cds_CAG67156.1_171,2249.89,2242.12,2182.09,2341.65,2323.99,1908.93,54.1805,47.8521,45.0916,124.337,76.0488,64.4594
atpD,ACIAD0187,lcl|CR543861.1_cds_CAG67157.1_172,2073.04,1789.36,1807.76,2665.65,1896.44,1463.49,47.3507,76.1567,63.4118,110.556,85.9131,68.2967
atpC,ACIAD0188,lcl|CR543861.1_cds_CAG67158.1_173,5649.87,5312.62,5350.76,4594.07,5648.43,4597.29,163.551,298.93,183.901,295.547,221.166,179.408
N/A,ACIAD0189,lcl|CR543861.1_cds_CAG67159.1_174,275.267,328.934,380.917,273.935,265.541,419.788,183.987,286.109,310.575,272.296,226.565,234.859
N/A,ACIAD0190,lcl|CR543861.1_cds_CAG67160.1_175,128.693,108.762,108.466,99.9367,92.6887,150.483,806.776,811.39,778.756,369.894,302.428,312.286
N/A,ACIAD0191,lcl|CR543861.1_cds_CAG67161.1_176,88.1573,92.2148,83.7846,71.2384,74.0521,86.7639,120.609,149.981,206.081,114.264,103.603,70.8274
N/A,ACIAD0192,lcl|CR543861.1_cds_CAG67162.1_177,75.8689,76.284,52.3836,41.0347,60.0692,26.6817,10.838,50.559,16.6046,38.402,23.8806,41.2379
N/A,ACIAD0193,lcl|CR543861.1_cds_CAG67163.1_178,148.758,121.442,150.756,130.753,142.868,143.168,42.0013,48.985,64.4206,161.684,146.809,163.434
N/A,ACIAD0194,lcl|CR543861.1_cds_CAG67164.1_179,38.8462,45.2151,35.9824,38.9831,54.8365,27.8652,16.9024,8.75876,14.3402,42.5492,30.3229,28.0819
N/A,ACIAD0195,lcl|CR543861.1_cds_CAG67165.1_180,51.7841,56.9828,38.6011,39.9395,57.8012,42.1446,17.8756,19.5329,25.5193,105.199,73.148,66.7031
N/A,ACIAD0196,lcl|CR543861.1_cds_CAG67166.1_181,145.38,172.389,128.583,135.027,165.475,102.759,317.949,378.215,365.331,190.393,172.673,140.86
N/A,ACIAD0197,lcl|CR543861.1_cds_CAG67167.1_182,75.8324,114.413,68.6362,73.0684,63.8421,67.749,54.2783,61.4684,47.3078,84.194,80.0943,72.8489
N/A,ACIAD0198,lcl|CR543861.1_cds_CAG67168.1_183,22.1421,21.2899,14.8177,7.52988,25.4584,18.6763,16.0065,11.9936,15.6708,18.7118,13.7524,16.5954
N/A,ACIAD0199,lcl|CR543861.1_cds_CAG67169.1_184,33.7147,28.671,26.926,17.8919,34.7904,19.0669,14.1957,24.8321,21.7187,22.215,22.3836,20.5919
N/A,ACIAD0200,lcl|CR543861.1_cds_CAG67170.1_185,30.0828,29.8847,15.2332,22.5493,26.0887,25.3583,7.97512,13.0163,9.73294,18.6168,17.1244,20.8676
N/A,ACIAD0201,lcl|CR543861.1_cds_CAG67171.1_186,10.481,27.712,6.62415,7.14509,18.5541,15.9881,10.0723,11.7469,42.4022,26.2876,18.7443,19.6037
N/A,ACIAD0202,lcl|CR543861.1_cds_CAG67172.1_187,115.053,100.809,110.405,140.864,103.86,91.4396,78.4641,74.2106,103.844,100.19,108.167,87.5044
N/A,ACIAD0203,lcl|CR543861.1_cds_CAG67173.1_188,35.9773,26.3028,18.8506,14.6726,23.7498,18.7134,11.4408,12.1223,15.8335,12.6391,10.4157,12.0313
N/A,ACIAD0204,lcl|CR543861.1_cds_CAG67174.1_189,21.0103,16.7845,12.9176,19.4452,12.6835,10.2302,0.0,3.42024,0.0,10.8879,11.9527,5.99579
N/A,ACIAD0205,lcl|CR543861.1_cds_CAG67175.1_190,20.053,16.1196,20.8743,14.9241,20.0314,20.1361,10.866,11.6893,3.81439,14.599,11.6969,14.2545
N/A,ACIAD0206,lcl|CR543861.1_cds_CAG67176.1_191,17.1134,27.1584,22.0479,13.7126,24.8706,23.2833,18.2133,22.6448,16.647,20.6257,23.5458,20.7573
N/A,ACIAD0207,lcl|CR543861.1_cds_CAG67177.1_192,64.3515,43.2086,45.392,37.6952,44.703,30.5464,36.9269,39.4609,32.8538,36.4986,42.3078,30.8922
N/A,ACIAD0208,lcl|CR543861.1_cds_CAG67178.1_193,280.392,228.607,236.008,183.373,269.456,277.549,22.1354,29.0429,42.4007,84.7746,46.9227,92.4755
N/A,ACIAD0209,lcl|CR543861.1_cds_CAG67179.1_194,150.028,112.774,126.223,177.311,114.876,122.136,24.7317,17.8453,19.7317,43.5124,48.8093,46.1004
N/A,ACIAD0210,lcl|CR543861.1_cds_CAG67180.1_195,183.062,156.931,185.045,180.669,152.017,158.687,73.3133,115.293,120.522,215.153,234.115,175.351
def,ACIAD0211,lcl|CR543861.1_cds_CAG67181.1_196,373.669,338.426,411.557,516.815,316.383,368.089,751.313,817.057,856.228,372.256,414.202,287.894
N/A,ACIAD0212,lcl|CR543861.1_cds_CAG67182.1_197,120.231,105.846,107.801,135.701,118.122,117.584,50.0496,45.8594,16.484,48.4219,56.1117,66.0002
N/A,ACIAD0214,lcl|CR543861.1_cds_CAG67183.1_198,33.6631,22.9769,23.6643,20.4459,33.6687,18.2351,9.60579,9.70132,13.628,10.8925,14.9096,8.79643
N/A,ACIAD0215,lcl|CR543861.1_cds_CAG67184.1_199,75.5935,56.5111,62.0244,32.6694,57.8281,33.3132,61.6186,79.9542,95.6733,58.8251,75.2496,77.9154
N/A,ACIAD0216,lcl|CR543861.1_cds_CAG67185.1_200,30.8083,35.3543,27.0208,14.7146,28.2285,20.7578,20.11,13.0219,10.2077,28.7514,30.6027,20.7293
N/A,ACIAD0217,lcl|CR543861.1_cds_CAG67186.1_201,31.8326,45.7324,18.781,27.8245,18.094,18.5647,29.3976,40.5215,32.7513,31.819,38.0368,31.7388
N/A,ACIAD0219,lcl|CR543861.1_cds_CAG67187.1_202,56.8942,48.9937,23.0694,20.3769,67.5261,28.9652,26.3437,16.7574,25.6512,40.1065,42.0893,39.9211
N/A,ACIAD0220,lcl|CR543861.1_cds_CAG67188.1_203,137.173,112.107,150.676,171.643,158.617,162.445,32.9162,35.9207,41.2802,58.7774,66.6596,78.8862
N/A,ACIAD0221,lcl|CR543861.1_cds_CAG67189.1_204,61.7274,80.19,54.0966,85.5339,59.9701,107.26,1501.58,1296.39,1246.38,725.999,732.745,673.581
N/A,ACIAD0222,lcl|CR543861.1_cds_CAG67190.1_205,132.232,114.658,158.454,206.377,127.894,134.472,128.789,116.079,99.6389,250.09,257.681,234.484
shiA,ACIAD0223,lcl|CR543861.1_cds_CAG67191.1_206,150.079,111.783,150.701,125.072,150.209,162.833,19.8524,39.3346,33.2385,77.2517,62.2667,87.823
N/A,ACIAD0224,lcl|CR543861.1_cds_CAG67192.1_207,32.1083,82.2737,41.9104,190.258,34.3897,59.235,0.0,0.0,163.191,18.1016,114.318,36.0728
dinP,ACIAD0225,lcl|CR543861.1_cds_CAG67193.1_208,36.7635,50.0955,49.6249,26.9893,51.0934,65.512,11.728,12.1518,9.92867,14.8679,13.9531,23.9672
N/A,ACIAD0226,lcl|CR543861.1_cds_CAG67194.1_209,84.5088,66.884,87.8076,67.4768,57.9777,66.9326,34.8473,59.8745,33.6051,48.1919,45.6347,38.5863
N/A,ACIAD0228,lcl|CR543861.1_cds_CAG67195.1_210,94.6287,80.0034,67.6055,82.6004,74.266,53.5598,15.1157,15.4148,30.1914,40.5819,33.3994,35.3657
N/A,ACIAD0229,lcl|CR543861.1_cds_CAG67196.1_211,461.209,398.263,480.111,453.083,440.505,346.802,286.384,372.426,353.074,279.188,356.784,294.58
N/A,ACIAD0230,lcl|CR543861.1_cds_CAG67197.1_212,595.034,634.244,597.825,484.754,617.975,713.84,199.668,226.046,251.642,294.122,316.015,321.267
N/A,ACIAD0231,lcl|CR543861.1_cds_CAG67198.1_213,181.631,141.547,171.28,152.059,147.706,231.243,10.9234,29.7265,33.5866,62.28,67.1301,55.0204
N/A,ACIAD0232,lcl|CR543861.1_cds_CAG67199.1_214,133.701,101.617,88.0832,92.8281,105.693,107.585,16.7642,16.7574,21.9867,77.2784,50.1834,86.9392
N/A,ACIAD0233,lcl|CR543861.1_cds_CAG67200.1_215,97.4772,97.4207,93.9191,74.8797,86.5735,100.255,32.2545,31.7189,35.288,111.378,88.801,115.648
parC,ACIAD0234,lcl|CR543861.1_cds_CAG67201.1_216,126.337,119.137,123.749,139.565,108.787,137.853,104.806,96.2427,115.124,125.114,97.6932,123.982
fadD,ACIAD0235,lcl|CR543861.1_cds_CAG67202.1_217,240.485,222.576,223.999,235.865,224.946,239.608,415.082,455.012,463.78,546.243,559.033,492.219
N/A,ACIAD0236,lcl|CR543861.1_cds_CAG67203.1_218,44.3206,74.5727,28.6361,60.8948,49.1371,32.6819,27.4418,37.3298,14.1039,40.5961,62.7505,41.0878
N/A,ACIAD0237,lcl|CR543861.1_cds_CAG67204.1_219,282.147,307.716,227.731,209.907,246.158,303.609,191.842,223.654,184.988,243.742,233.721,269.322
ppa,ACIAD0239,lcl|CR543861.1_cds_CAG67205.1_220,447.702,466.756,410.915,527.518,413.102,581.38,94.3392,84.3496,91.6907,189.428,149.764,221.768
N/A,ACIAD0240,lcl|CR543861.1_cds_CAG67206.1_221,222.647,222.683,226.153,213.735,214.036,250.323,49.1406,44.1487,37.4021,137.42,101.141,144.54
N/A,ACIAD0241,lcl|CR543861.1_cds_CAG67207.1_222,21.7174,46.7135,31.9982,19.827,26.5948,33.9175,145.417,128.686,149.761,97.5905,58.8653,95.6563
N/A,ACIAD0242,lcl|CR543861.1_cds_CAG67208.1_223,171.221,143.195,195.072,164.778,163.732,184.739,149.765,156.061,166.202,109.723,123.334,101.321
N/A,ACIAD0243,lcl|CR543861.1_cds_CAG67209.1_224,91.2625,113.13,193.823,133.474,96.9761,191.062,147.785,153.837,63.9963,166.237,151.573,177.486
glnK,ACIAD0244,lcl|CR543861.1_cds_CAG67210.1_225,1969.67,1534.91,2054.99,1408.95,1586.24,1807.94,2039.57,1842.71,2046.18,1974.69,2122.43,1797.35
amtB,ACIAD0245,lcl|CR543861.1_cds_CAG67211.1_226,559.217,499.502,430.648,356.185,519.725,415.264,197.916,270.208,219.435,496.286,516.748,478.529
nrdR,ACIAD0246,lcl|CR543861.1_cds_CAG67212.1_227,277.435,252.599,265.682,236.269,256.54,197.173,212.848,235.619,238.477,211.368,216.714,195.828
ribD,ACIAD0247,lcl|CR543861.1_cds_CAG67213.1_228,218.607,207.252,199.008,212.986,201.572,172.414,91.7678,79.1265,72.7808,94.7853,108.479,104.245
N/A,ACIAD0248,lcl|CR543861.1_cds_CAG67214.1_229,222.622,184.836,204.264,243.898,201.575,193.231,20.5829,25.1891,14.0998,64.7735,63.892,73.3138
ribC,ACIAD0249,lcl|CR543861.1_cds_CAG67215.1_230,470.311,389.622,404.652,428.283,506.556,391.671,88.3053,94.8485,81.7598,185.321,196.22,173.805
N/A,ACIAD0250,lcl|CR543861.1_cds_CAG67216.1_231,125.032,187.429,68.6395,43.74,93.5576,169.88,46.3171,17.9721,24.1053,41.6894,29.9466,58.2201
N/A,ACIAD0251,lcl|CR543861.1_cds_CAG67217.1_232,132.756,128.452,92.5019,148.57,121.986,101.909,149.751,143.151,127.744,119.459,126.185,98.251
holC,ACIAD0252,lcl|CR543861.1_cds_CAG67218.1_233,84.1079,91.6641,70.396,74.813,81.9297,52.3828,18.5091,75.5426,42.8086,79.2585,111.103,66.6913
pepA,ACIAD0253,lcl|CR543861.1_cds_CAG67219.1_234,165.264,155.647,193.184,238.858,136.072,166.466,74.4159,93.0744,82.8513,191.538,170.046,156.836
N/A,ACIAD0254,lcl|CR543861.1_cds_CAG67220.1_235,271.212,284.654,275.891,242.983,258.811,299.04,112.945,108.504,85.0901,252.627,216.667,241.194
N/A,ACIAD0255,lcl|CR543861.1_cds_CAG67221.1_236,428.582,359.177,312.774,288.38,365.605,362.609,76.9069,77.6931,82.0293,184.404,164.665,200.831
gpmI,ACIAD0256,lcl|CR543861.1_cds_CAG67222.1_237,262.952,251.091,224.352,229.757,250.049,222.96,74.1876,78.5999,64.1224,159.65,126.411,170.525
N/A,ACIAD0257,lcl|CR543861.1_cds_CAG67223.1_238,126.814,129.443,97.7966,86.0557,126.604,71.4853,49.1627,53.3048,45.2711,52.0279,48.1335,62.1804
pilR,ACIAD0258,lcl|CR543861.1_cds_CAG67224.1_239,66.5411,57.4065,61.0118,83.1686,66.4875,52.2606,19.5563,34.7309,34.0105,43.511,57.7632,34.8581
pilS,ACIAD0259,lcl|CR543861.1_cds_CAG67225.1_240,45.2932,55.8841,43.9652,47.2068,50.3192,46.5901,29.6474,30.7124,27.5592,44.777,46.6423,43.9427
gacA,ACIAD0260,lcl|CR543861.1_cds_CAG67226.1_241,327.601,341.258,327.03,364.476,377.062,293.897,326.912,321.503,369.623,448.793,428.936,409.049
pbpG,ACIAD0262,lcl|CR543861.1_cds_CAG67227.1_242,496.931,557.916,533.922,497.638,459.07,382.935,884.473,1147.56,1187.47,1008.89,1016.9,824.342
thrC,ACIAD0263,lcl|CR543861.1_cds_CAG67228.1_243,389.838,325.627,365.821,596.77,345.308,359.538,35.7613,31.9571,30.8674,149.306,133.088,157.306
hom,ACIAD0264,lcl|CR543861.1_cds_CAG67229.1_244,676.997,632.79,587.442,632.637,595.807,638.292,225.936,265.692,279.144,580.202,522.064,564.513
dsbC,ACIAD0265,lcl|CR543861.1_cds_CAG67230.1_245,165.373,152.81,198.659,213.685,180.975,216.478,23.1912,22.8787,38.1271,147.7,123.508,159.294
xerD,ACIAD0266,lcl|CR543861.1_cds_CAG67231.1_246,60.7261,44.3609,46.727,30.4462,52.1534,34.9102,12.309,16.1431,23.467,47.6338,50.5629,45.6298
N/A,ACIAD0267,lcl|CR543861.1_cds_CAG67232.1_247,215.476,347.886,240.67,262.422,291.546,288.54,387.37,226.754,510.946,763.443,543.885,788.872
N/A,ACIAD0268,lcl|CR543861.1_cds_CAG67233.1_248,210.452,219.789,111.147,115.565,171.516,156.836,29.0327,53.9719,59.9041,395.202,380.911,344.216
N/A,ACIAD0269,lcl|CR543861.1_cds_CAG67234.1_249,293.359,237.478,193.387,149.821,202.852,124.615,78.8597,65.8548,140.903,485.874,513.267,291.309
murD,ACIAD0270,lcl|CR543861.1_cds_CAG67235.1_250,193.412,192.069,205.378,212.08,169.108,233.76,503.404,368.95,483.261,208.976,182.142,197.04
ftsW,ACIAD0271,lcl|CR543861.1_cds_CAG67236.1_251,213.612,194.954,160.154,177.592,194.02,193.608,69.6654,52.3867,75.2881,184.503,149.396,158.948
N/A,ACIAD0272,lcl|CR543861.1_cds_CAG67237.1_252,140.517,115.485,109.838,151.306,107.107,137.242,48.6432,35.9156,76.6872,39.5009,35.9127,56.4786
dksA,ACIAD0273,lcl|CR543861.1_cds_CAG67238.1_253,524.402,403.924,736.284,967.211,452.515,697.319,435.689,515.248,607.607,615.155,652.566,656.174
icc,ACIAD0274,lcl|CR543861.1_cds_CAG67239.1_254,53.9698,66.6627,70.1669,76.0641,44.6397,45.9508,14.3368,18.8047,19.1514,36.9185,45.7781,38.6852
aspP,ACIAD0275,lcl|CR543861.1_cds_CAG67240.1_255,37.4323,73.5802,57.4093,80.9777,52.5699,65.4059,148.566,158.584,150.335,137.108,112.466,143.76
thiC,ACIAD0276,lcl|CR543861.1_cds_CAG67241.1_256,37.837,36.4474,16.818,24.7083,47.5809,10.1755,6.07125,6.28894,19.4853,13.0832,11.2219,12.9755
tolC,ACIAD0278,lcl|CR543861.1_cds_CAG67242.1_257,52.7487,57.1891,42.5783,57.3435,39.5167,46.2083,14.5213,15.796,20.627,55.085,65.2351,72.1354
phoU,ACIAD0279,lcl|CR543861.1_cds_CAG67243.1_258,91.2612,93.0147,73.5348,110.62,95.2757,67.0731,127.44,105.457,147.632,85.5175,87.2597,77.4949
N/A,ACIAD0282,lcl|CR543861.1_cds_CAG67244.1_259,153.264,160.754,129.416,190.905,100.804,134.563,38.0757,0.0,14.8747,75.686,71.0336,85.1843
argH,ACIAD0283,lcl|CR543861.1_cds_CAG67245.1_260,108.074,108.746,136.118,170.031,115.658,99.9363,22.0356,23.5415,33.5304,64.7894,75.9251,73.4465
algZ,ACIAD0284,lcl|CR543861.1_cds_CAG67246.1_261,53.2359,75.914,50.8964,27.7048,46.8014,61.7317,137.791,166.099,125.565,87.4951,91.3206,82.4613
algR,ACIAD0285,lcl|CR543861.1_cds_CAG67247.1_262,119.695,109.439,99.5602,77.5181,107.415,115.701,314.458,331.628,394.763,174.621,213.143,160.596
hemC,ACIAD0286,lcl|CR543861.1_cds_CAG67248.1_263,253.163,240.782,258.155,212.435,220.073,254.784,70.6497,77.1031,89.4015,207.166,196.522,207.342
hemD,ACIAD0287,lcl|CR543861.1_cds_CAG67249.1_264,149.81,134.092,107.895,107.881,115.957,106.616,26.6765,13.3301,29.1021,44.349,42.3132,63.678
N/A,ACIAD0288,lcl|CR543861.1_cds_CAG67250.1_265,83.0121,72.3678,67.9481,73.6873,87.4918,72.1571,15.6283,18.2205,13.2522,37.4878,42.0012,43.8763
N/A,ACIAD0289,lcl|CR543861.1_cds_CAG67251.1_266,90.1875,102.677,81.0332,59.5406,77.5191,93.5552,35.0338,32.9308,36.1412,49.611,32.4699,48.9999
N/A,ACIAD0290,lcl|CR543861.1_cds_CAG67252.1_267,86.5328,115.643,62.0752,42.8347,95.2303,113.988,24.5837,23.8894,18.9262,46.4694,39.2794,42.1084
N/A,ACIAD0291,lcl|CR543861.1_cds_CAG67253.1_268,1052.24,1063.94,1420.57,1195.46,908.879,1461.28,403.976,731.352,595.435,1351.73,1461.84,1599.5
N/A,ACIAD0292,lcl|CR543861.1_cds_CAG67254.1_269,220.465,241.76,187.66,107.217,223.419,278.042,155.433,169.616,170.491,230.254,226.8,247.384
N/A,ACIAD0293,lcl|CR543861.1_cds_CAG67255.1_270,270.608,261.372,298.274,227.448,265.917,249.322,62.856,97.0475,111.481,152.078,167.727,161.007
N/A,ACIAD0294,lcl|CR543861.1_cds_CAG67256.1_271,210.935,195.084,179.855,180.866,188.783,188.473,24.9667,31.6229,25.5663,79.6191,67.0948,76.7923
N/A,ACIAD0295,lcl|CR543861.1_cds_CAG67257.1_272,266.425,276.098,259.826,349.109,274.886,281.121,261.822,258.984,286.095,161.675,159.513,157.545
gph,ACIAD0296,lcl|CR543861.1_cds_CAG67258.1_273,206.061,161.112,188.216,159.211,173.292,157.809,57.6149,82.1124,78.2853,133.579,130.944,109.689
trpE,ACIAD0297,lcl|CR543861.1_cds_CAG67259.1_274,171.474,149.38,172.277,205.253,146.69,157.838,28.9418,34.7521,42.6981,111.489,109.915,101.669
tufB,ACIAD0299,lcl|CR543861.1_cds_CAG67260.1_275,2129.11,2254.78,2124.42,2832.84,2243.83,1969.34,325.411,266.606,353.149,624.925,401.996,567.234
secE,ACIAD0300,lcl|CR543861.1_cds_CAG67261.1_276,2309.19,2073.65,2106.91,2223.51,2457.97,2248.23,299.102,234.116,277.584,712.53,530.271,689.812
nusG,ACIAD0301,lcl|CR543861.1_cds_CAG67262.1_277,3155.07,2792.42,3069.74,2258.51,3693.13,3212.36,123.797,144.387,90.2243,761.721,642.075,786.448
rplK,ACIAD0302,lcl|CR543861.1_cds_CAG67263.1_278,2622.22,2481.08,2106.58,3154.26,2447.05,1953.69,34.21,64.8222,32.9344,347.426,228.5,358.894
rplA,ACIAD0304,lcl|CR543861.1_cds_CAG67264.1_279,3547.04,3231.5,2916.53,3342.09,3565.04,2589.69,221.273,151.779,185.726,355.162,244.376,382.356
rplJ,ACIAD0305,lcl|CR543861.1_cds_CAG67265.1_280,2602.8,2793.07,2345.95,3325.98,2860.91,2243.11,70.6254,64.464,127.196,196.152,150.35,166.205
rplL,ACIAD0306,lcl|CR543861.1_cds_CAG67266.1_281,1782.87,1641.85,1677.83,3039.46,1627.84,1225.8,38.7312,19.3543,25.6406,154.425,87.4587,126.316
rpoB,ACIAD0307,lcl|CR543861.1_cds_CAG67267.1_282,679.885,679.648,635.081,686.619,748.772,534.301,26.5746,37.5736,27.6511,232.608,153.063,228.913
rpoC,ACIAD0308,lcl|CR543861.1_cds_CAG67268.1_283,698.037,632.101,585.4,834.198,679.456,478.476,50.2976,54.2506,47.9943,105.63,70.896,61.4504
N/A,ACIAD0310,lcl|CR543861.1_cds_CAG67269.1_284,1027.93,720.712,926.372,1006.32,796.346,857.345,6648.51,7039.44,6534.4,2602.67,3308.69,2619.4
N/A,ACIAD0311,lcl|CR543861.1_cds_CAG67270.1_285,65.9388,85.7801,113.078,80.6743,70.6498,91.5123,170.046,293.321,326.658,263.436,285.212,257.618
N/A,ACIAD0312,lcl|CR543861.1_cds_CAG67271.1_286,64.9976,73.1243,77.6232,67.4583,57.748,98.9183,70.1115,55.6475,50.0452,114.757,112.002,119.767
N/A,ACIAD0313,lcl|CR543861.1_cds_CAG67272.1_287,97.7066,88.1062,95.0749,102.813,96.7506,96.737,14.8295,12.9624,22.5659,42.3803,40.1794,43.5352
N/A,ACIAD0314,lcl|CR543861.1_cds_CAG67273.1_288,8012.78,11722.9,13008.0,7961.06,9028.28,17791.1,1188.36,1136.57,1168.24,204.456,161.462,182.45
N/A,ACIAD0315,lcl|CR543861.1_cds_CAG67274.1_289,79.8278,118.791,69.7178,96.2162,129.928,114.957,172.313,173.251,156.358,76.1553,73.535,86.7273
htpG,ACIAD0316,lcl|CR543861.1_cds_CAG67275.1_290,1515.45,1746.86,1469.79,1248.95,1553.91,1025.95,69.0856,51.0914,65.6399,386.565,152.926,209.535
N/A,ACIAD0317,lcl|CR543861.1_cds_CAG67276.1_291,43.1323,55.5847,6.35565,8.61026,44.3847,8.3263,0.0,8.51359,2.78728,11.0676,4.9101,8.75887
N/A,ACIAD0318,lcl|CR543861.1_cds_CAG67277.1_292,12.5027,16.729,7.37191,0.0,11.5962,4.83854,16.887,9.84563,6.45289,30.0188,41.2707,49.9525
N/A,ACIAD0319,lcl|CR543861.1_cds_CAG67278.1_293,27.6789,26.3349,16.8293,21.2367,20.9672,12.6938,46.19,43.0681,54.6882,48.6549,63.0378,60.117
N/A,ACIAD0320,lcl|CR543861.1_cds_CAG67279.1_294,22.0935,29.4883,0.0292783,0.00115998,29.2695,24.3115,0.0497569,0.0762972,29.0441,27.34,0.0440704,20.8191
N/A,ACIAD0321,lcl|CR543861.1_cds_CAG67280.1_295,11.4604,11.8754,10.1276,10.2331,13.5817,11.6277,3.89415,5.57355,7.76437,7.23384,5.7617,8.2207
N/A,ACIAD0323,lcl|CR543861.1_cds_CAG67281.1_296,82.0492,116.181,59.0587,62.6248,96.7841,71.8504,110.749,114.355,123.086,79.5778,91.2891,86.8704
N/A,ACIAD0324,lcl|CR543861.1_cds_CAG67282.1_297,60.2097,65.8037,54.1714,50.4099,58.9985,41.7365,91.1992,99.6555,116.319,101.016,129.502,94.0444
N/A,ACIAD0328,lcl|CR543861.1_cds_CAG67283.1_298,186.772,172.925,220.222,232.275,110.002,92.0124,902.149,827.117,1067.47,373.045,699.753,580.085
N/A,ACIAD0330,lcl|CR543861.1_cds_CAG67284.1_299,0.0,32.3196,25.1843,13.2756,47.3246,17.2216,42.2655,16.4081,22.0137,26.5119,36.8362,26.9217
N/A,ACIAD0331,lcl|CR543861.1_cds_CAG67285.1_300,280.353,482.241,346.547,294.635,327.804,285.863,458.421,410.81,541.76,261.772,251.854,249.957
N/A,ACIAD0332,lcl|CR543861.1_cds_CAG67286.1_301,30.7169,25.3506,18.4424,25.4214,26.9396,27.4744,140.466,150.317,158.707,134.401,139.864,106.238
N/A,ACIAD0333,lcl|CR543861.1_cds_CAG67287.1_302,43.0569,31.4915,15.1375,12.9734,23.3963,20.0351,123.091,103.677,120.789,114.438,102.56,87.9344
fadA,ACIAD0334,lcl|CR543861.1_cds_CAG67288.1_303,296.511,308.467,307.975,308.209,252.706,235.234,562.87,662.79,823.868,529.117,555.008,427.269
fadB,ACIAD0335,lcl|CR543861.1_cds_CAG67289.1_304,214.031,249.967,251.308,267.534,217.822,199.597,460.046,460.092,593.795,415.155,439.09,326.049
N/A,ACIAD0336,lcl|CR543861.1_cds_CAG67290.1_305,96.2775,115.853,149.329,95.4513,80.506,225.448,131.733,222.753,174.364,289.951,323.029,324.86
lpxO,ACIAD0337,lcl|CR543861.1_cds_CAG67291.1_306,198.377,231.953,227.87,164.479,243.118,252.372,92.6814,88.2372,75.3922,162.115,164.728,162.475
N/A,ACIAD0339,lcl|CR543861.1_cds_CAG67292.1_307,36.487,41.0841,33.3281,27.57,35.9575,54.1344,171.743,112.038,84.7996,68.4165,49.4228,80.063
uvrC,ACIAD0340,lcl|CR543861.1_cds_CAG67293.1_308,150.639,242.668,109.91,108.638,187.451,58.6722,57.8289,64.8954,70.5594,25.5918,32.3158,20.5384
